1940	31	12	16856	0.3870967742	5.567764363	3.464101615	129.8306589	0.1316080063	56.18666667	0.4327688631
1970	42	20	21664	0.4761904762	6.480740698	4.472135955	147.1869559	0.1293709916	72.21333333	0.4906231865
2000	35	29	27410	0.8285714286	5.916079783	5.385164807	165.5596569	0.2080591977	91.36666667	0.5518655231
2025	34	32	33857	0.9411764706	5.830951895	5.656854249	184.0027174	0.2318080862	112.8566667	0.6133423912
2065	34	32	50279	0.9411764706	5.830951895	5.656854249	224.2297928	0.2318080862	167.5966667	0.7474326428
