1850	28	27	69107	0.9642857143	5.291502622	5.196152423	262.8821029	0.2600915123	230.3566667	0.8762736762
1820	41	37	37261	0.9024390244	6.403124237	6.08276253	193.0310856	0.2046314484	124.2033333	0.6434369519
1790	31	16	20514	0.5161290323	5.567764363	4	143.2270924	0.1588789568	68.38	0.4774236414
1760	46	8	10997	0.1739130435	6.782329983	2.828427125	104.8665819	0.06662007632	36.65666667	0.349555273
1775	35	10	11370	0.2857142857	5.916079783	3.16227766	106.6302021	0.1024481665	37.9	0.355434007
1805	36	29	28308	0.8055555556	6	5.385164807	168.2498143	0.2010027162	94.36	0.5608327142
1835	42	39	52031	0.9285714286	6.480740698	6.244997998	228.1030469	0.2064908811	173.4366667	0.7603434896
1875	42	42	120456	1	6.480740698	6.480740698	347.0677167	0.2182178902	401.52	1.156892389
1865	31	31	96261	1	5.567764363	5.567764363	310.2595687	0.254000254	320.87	1.034198562
1745	24	2	7733	0.08333333333	4.898979486	1.414213562	87.93747779	0.06133167268	25.77666667	0.293124926
